"","id","title","publication_date","viewCount","favoriteCount","commentCount","likeCount","dislikeCount","url"
"18","AbzKKLF2zc4","MURANG PAMPAPUTI AT PAMPAKINIS | ALPINE AND CALAMANSI | HONEST REVIEW AFTER 7DAYS|","2019-06-09T07:57:23.000Z","7963","0","41","134","4","https://www.youtube.com/watch?v=AbzKKLF2zc4"
"19","AerfwMdIVMM","2 INGREDIENTS NO BAKE CREAM-O CAKE| PANG BUSINESS | EASY RECIPE","2019-12-07T01:47:40.000Z","666","0","5",NA,NA,"https://www.youtube.com/watch?v=AerfwMdIVMM"
"20","akkfisEqgPg","How to make yema cake| Banana yema cake | tagalog","2017-09-21T15:53:57.000Z","624","0","4","10","1","https://www.youtube.com/watch?v=akkfisEqgPg"
"21","ASogTt3-j44","AZTEC SECRET INDIAN HEALING CLAY MASK | TUTORIAL + REVIEW  | TAGALOG (effective ba?)","2019-02-05T05:54:40.000Z","424","0",NA,"20","1","https://www.youtube.com/watch?v=ASogTt3-j44"
"22","b-dtut2Sun0","DIY OFF SHOULDER TOP
OUT OF T-SHIRT | TAGALOG","2017-10-05T07:15:34.000Z","482","0","6","9","0","https://www.youtube.com/watch?v=b-dtut2Sun0"
"23","b360uga2aGg","SHOPPEE TRY-ON CLOTHING HAUL | BIGGEST SALE | PHILIPPINES","2019-11-10T05:52:14.000Z","260","0","6",NA,NA,"https://www.youtube.com/watch?v=b360uga2aGg"
"24","bbytTC9qzkQ","MILO CHOCO JELLY | EASY RECIPE | EASY STEPS | CREAMY AND YUMMY","2019-05-30T08:16:52.000Z","652","0","14","26","0","https://www.youtube.com/watch?v=bbytTC9qzkQ"
"25","be_eqVUDprI","PARAAN UPANG HINDI MABUNTIS AT HINDI MAKABUNTIS | (TAGALOG)","2019-11-03T04:07:21.000Z","490992","0","436",NA,NA,"https://www.youtube.com/watch?v=be_eqVUDprI"
"26","brHoj5b8zMc","FAST / SPEED EATING CHALLENGE | WITH A TWIST | MAGULONG CHALLENGE | TAGALOG","2019-05-05T12:40:27.000Z","525","0",NA,"72","1","https://www.youtube.com/watch?v=brHoj5b8zMc"
"27","c3EJpXsROoA","I Like You So Much, You'll Know It | A Love So beautiful | Cover by: Noemi Faustino","2019-05-27T13:24:01.000Z","1024","0","34","63","0","https://www.youtube.com/watch?v=c3EJpXsROoA"
"28","cETm1ZGCnHQ","LUMPIA CABBAGE ROLL| LUMPIA ROLL | YUMM👌","2019-12-30T08:39:53.000Z","388","0","0",NA,NA,"https://www.youtube.com/watch?v=cETm1ZGCnHQ"
"29","clJvALWNnvQ","ASMR | COPYING SAS-ASMR |","2019-10-11T11:34:32.000Z","134","0",NA,NA,NA,"https://www.youtube.com/watch?v=clJvALWNnvQ"
"30","cP7WLaSGe9U","PINOY STREET FOOD MUKBANG | + HUGE GIVEAWAY | QUESTION AND ANSWER","2019-07-27T03:40:29.000Z","718","0","109","96","0","https://www.youtube.com/watch?v=cP7WLaSGe9U"
"31","EfgfobuJA9I","iWhite korea BB Holic Everyday BB Cream
First  Impression Review!  | Oily skin? | Tagalog","2017-10-03T16:04:53.000Z","414","0","1","8","0","https://www.youtube.com/watch?v=EfgfobuJA9I"
"32","EikBVTSCqjw","KUMPIRMADO! SARAH G AT MATTEO UMAMIN NA | ENGAGE NA NGA!","2019-11-07T14:26:26.000Z","161","0","0",NA,NA,"https://www.youtube.com/watch?v=EikBVTSCqjw"
"33","eJgUPC5u-fA","MABILIS NA PARAAN SA PAG LULUTO NG INJOY TAPIOCA PEARLS | UNLI PEARLS","2019-12-27T02:18:40.000Z","519","0","3","17","1","https://www.youtube.com/watch?v=eJgUPC5u-fA"
"34","EKkp68X76R0","FULL VIDEO | JELAI AT JON GUTIERREZ NAGKABALIKAN NA | JOLAI","2019-10-22T02:27:35.000Z","589","0",NA,NA,NA,"https://www.youtube.com/watch?v=EKkp68X76R0"
"35","FmrVNuQd9fs","PAMPAPUTI NG SINGIT | PAANO PUMUTI ANG SINGIT  PEKLAT AT KUYUKOT?| MURANG PAMPAPUTI NG SINGIT","2019-09-27T02:40:05.000Z","2521","0","3",NA,NA,"https://www.youtube.com/watch?v=FmrVNuQd9fs"
"36","fvXdpBNpE4A","LIP AND CHEEK TINT REVIEW | AFFORDABLE LIPTINT |LIP AND CHEEK TINT BY: QUOSMETIX","2019-07-13T05:51:46.000Z","1236","0","18","63","1","https://www.youtube.com/watch?v=fvXdpBNpE4A"
"37","gAXTIx7vKZ0","CONSUKA | CONDITIONER AT SUKA | REPAIR DAMAGE HAIR | INSTANT REBOND?  | BAKIT EFFECTIVE?","2019-07-10T01:00:59.000Z","32448","0","130","437","33","https://www.youtube.com/watch?v=gAXTIx7vKZ0"
"38","gocZuiGGcSU","HOW I EDIT MY THUMBNAIL | USING ANDROID PHONE  | TAGALOG TUTORIAL","2019-02-01T07:45:34.000Z","462","0","14","42","0","https://www.youtube.com/watch?v=gocZuiGGcSU"
"39","gT00e-zDI2w","Miscarriage in early pregnancy | Tagalog | Story time","2019-04-19T13:53:59.000Z","76448","0","280","427","93","https://www.youtube.com/watch?v=gT00e-zDI2w"
"40","gZEyojsAzxg","DAHON NANG LAUREL MABISANG PAMPASWERTE | TOTOO NGA BA?  | ASIN AT DAHON NANG LAUREL |","2019-07-19T06:00:00.000Z","1486","0","7","61","0","https://www.youtube.com/watch?v=gZEyojsAzxg"
"41","ibUTg4fBn6M","MY YOUTUBE CHANNEL CONTENT| WHAT IS ALL ABOUT","2019-02-08T06:04:41.000Z","1990","0","17","68","4","https://www.youtube.com/watch?v=ibUTg4fBn6M"
"42","IGbirhBkMbI","PAANO PUMUTI AT KUMINIS ANG KILIKILI KO | IN JUST 2 WEEKS | KILIKILI PROBLEMS","2019-07-24T01:03:51.000Z","2991","0","7","56","3","https://www.youtube.com/watch?v=IGbirhBkMbI"
"43","J3wsoNOQDsE","VIVO Y11 UNBOXING | BEST CELLPHONE FOR GAMERS| CELLPHONE REVIEW","2020-01-02T05:26:07.000Z","655","0","10",NA,NA,"https://www.youtube.com/watch?v=J3wsoNOQDsE"
"44","joAap5leCig","TRENDING UBE PIE AND UBE JAM FOOD TASTE/ REVIEW  |","2019-08-23T07:59:04.000Z","375","0","6","12","0","https://www.youtube.com/watch?v=joAap5leCig"
"45","JWl9dKIefNI","HOW TO WAX ARMPIT | COLDWAX|  PINAKA MADALING PARAAN | USING ESME ORGANIC| (Hair removal)","2019-06-22T00:33:42.000Z","1262","0","11","43","2","https://www.youtube.com/watch?v=JWl9dKIefNI"
"46","JwYS1SBjA8I","BACK TO SCHOOL MAKEUP TUTORIAL FOR HIGHSCHOOL|DRUGSTORE MAKEUP LESS THAN 150 PESOS","2019-06-16T02:32:59.000Z","423","0","7","32","0","https://www.youtube.com/watch?v=JwYS1SBjA8I"
"47","k4Lybn0sX_k","BEST MILK TEA FLAVOR | MAKE YOUR OWN MILK TEA |","2020-01-05T08:21:15.000Z","228","0",NA,NA,NA,"https://www.youtube.com/watch?v=k4Lybn0sX_k"
"48","Kel6oIBUWys","EFFECTIVE NA SERUM VITAMIN C | BENIFITS OF VITAMIN C | SHEER-C SERUM","2019-06-28T11:39:41.000Z","828","0","26","75","2","https://www.youtube.com/watch?v=Kel6oIBUWys"
"49","KXfma8giYZk","PAANO MAG START SA YOUTUBE| STEP BY STEP TUTORIAL | BAGO NA ANG REQUIREMENTS?","2020-01-08T07:03:36.000Z","192","0","10",NA,NA,"https://www.youtube.com/watch?v=KXfma8giYZk"
"50","LVQAeB8pLK0","PAANO MO MALALAMAN NA BUNTIS KANA PALA| MAAGANG SINTOMAS AT SENYALES","2019-12-04T07:45:51.000Z","91260","0","121",NA,NA,"https://www.youtube.com/watch?v=LVQAeB8pLK0"
"51","lyZ5I3DNRio","5 DAHILAN KUNG BAKIT NAWAWALAN NG HEART BEAT AT KUNG BAKIT NAKUKUNAN ANG ISANG BUNTIS","2019-11-12T12:29:33.000Z","44182","0","124",NA,NA,"https://www.youtube.com/watch?v=lyZ5I3DNRio"
"52","M1sP1JdoPW4","AURA COSMETICS REVIEW | 95 PESOS?  | AFFORDABLE LIPSTICK |","2019-09-11T07:15:34.000Z","610","0","5","12","0","https://www.youtube.com/watch?v=M1sP1JdoPW4"
"53","nBLfno508J4","DIY EYEBROW TATTOO NA PANG 3 to 4 DAYS?  | 10 PESOS LANG | TAGALOG TUTORIAL | PERFECT PANG SUMMER","2019-04-21T02:45:40.000Z","451","0","4","12","0","https://www.youtube.com/watch?v=nBLfno508J4"
"54","nWttVlVZsoQ","HOW TO MAKE SLIME |  WITHOUT BORAX | FILIPINO INGREDIENTS | EASY STEPS","2019-08-10T01:36:33.000Z","408","0","7","16","0","https://www.youtube.com/watch?v=nWttVlVZsoQ"
"55","ODucomKub6U","EGG FINGERS | PANG BUSINESS | CRUNCHY SNACKS | EASY RECIPE | MAGICFLAKES","2019-10-04T07:45:35.000Z","232895","0","89","2536","221","https://www.youtube.com/watch?v=ODucomKub6U"
"56","OHxbexnUZA0","Dulce de Leche | pang negosyo idea | kalahati ang kita","2019-12-18T01:33:59.000Z","578","0","1",NA,NA,"https://www.youtube.com/watch?v=OHxbexnUZA0"
"57","OQhnjLA_fgo","SILISPONGE REVIEW | FIRST IMPRESSION| TAGALOG","2017-10-12T14:29:47.000Z","472","0",NA,"7","0","https://www.youtube.com/watch?v=OQhnjLA_fgo"
"58","P0Ep4CU9hyg","JUST A STRANGER TEASER(2019) | REACTION VIDEO | ANNE CURTIS AND MARCO GUMABAO","2019-07-21T08:54:13.000Z","2373","0","10","28","1","https://www.youtube.com/watch?v=P0Ep4CU9hyg"
"59","prxdL8m9LhI","SIGNS AND SYMPTOMS OF ECTOPIC PREGNANCY | (TAGALOG)","2019-11-08T03:08:52.000Z","2659","0","21",NA,NA,"https://www.youtube.com/watch?v=prxdL8m9LhI"
"60","q_1y4uO2q8c","BAKED MACARONI | CHEESY BAKED MACARONI | HOW TO COOK BAKED MACARONI | EASY AND QUICK | Tagalog","2019-06-19T00:38:43.000Z","500","0","10","34","0","https://www.youtube.com/watch?v=q_1y4uO2q8c"
"61","q_gRLa6ASdA","SOLUSYON SA MAKALYONG PAA | BITAK BITAK NA PAA|  CRACKED HEEL","2019-11-22T02:50:07.000Z","277","0","2",NA,NA,"https://www.youtube.com/watch?v=q_gRLa6ASdA"
"62","Q18UhUvk31I","PRODUCTS I REGRET BUYING | SAYANG ANG PERA!!  | FAKE PRODUCT| + ANNOUNCING GIVEAWAY WINNER","2019-08-17T12:33:37.000Z","300","0","11","13","0","https://www.youtube.com/watch?v=Q18UhUvk31I"
"63","qAlHElKgKyU","CREAMY CHICKEN SOPAS | PINOY STYLE |
HOW TO COOK |  SIMPLE WAY TO COOK","2019-02-05T06:39:51.000Z","520","0","8","22","0","https://www.youtube.com/watch?v=qAlHElKgKyU"
"64","QfviWulo2SM","GRETCHEN BARRETTO MAY BAGONG PASABOG | INILABAS NA ANG VIDEO NI MARJORIE","2019-10-21T03:24:15.000Z","242","0",NA,NA,NA,"https://www.youtube.com/watch?v=QfviWulo2SM"
"65","RvOyzMnLx8o","KAHIT AYAW MO NA - THIS BAND | Cover by : Noemi Faustino (Tagalog)","2019-02-11T11:18:57.000Z","618","0","28","48","2","https://www.youtube.com/watch?v=RvOyzMnLx8o"
"66","s5XU81Ti5WQ","PAANO KUMITA SA YOUTUBE |MAGKANO ANG KITA SA YOUTUBE|MADALI BANG KUMITA SA YOUTUBE?| TIPS AND ADVICE","2019-07-06T01:02:31.000Z","674","0","21","50","0","https://www.youtube.com/watch?v=s5XU81Ti5WQ"
"67","sBMovHaGLV8","PAANO AKO PUMUTI? | MURANG SABON NA NAKAPAG PAPUTI SAAKIN | HALAGANG 50 PESOS NA SABON PAMPAPUTI |","2019-06-26T00:50:22.000Z","2988","0","6","71","2","https://www.youtube.com/watch?v=sBMovHaGLV8"
"68","si8tdpD5UyI","3 SIGNS AND SYMPTOMS OF MISCARRIAGE |(TAGALOG)","2019-10-23T12:11:08.000Z","51413","0","192",NA,NA,"https://www.youtube.com/watch?v=si8tdpD5UyI"
"69","smJ6P43Npaw","JOLLIBEE BUKO PIE TASTE TEST | FOOD REVIEW |","2019-10-16T08:23:30.000Z","267","0","32",NA,NA,"https://www.youtube.com/watch?v=smJ6P43Npaw"
"70","SmxWAcYrYGM","SISIG MUKBANG | TUNA SISIG | TOFU SISIG | CHICKEN SISIG","2019-12-02T03:49:14.000Z","403","0","5",NA,NA,"https://www.youtube.com/watch?v=SmxWAcYrYGM"
"71","TXEw-OTljO4","RED HORSE ICE CREAM| LAKAS NG TAMA | PANG NEGOSYO IDEA","2019-12-16T09:48:48.000Z","611","0","2",NA,NA,"https://www.youtube.com/watch?v=TXEw-OTljO4"
"72","U8JmmtFGZRY","BEST TOURIST ATTRACTIONS IN BULACAN | WHY YOU SHOULD  VISIT THE PROVINCE OF BULACAN | tagalog","2019-06-11T23:35:43.000Z","1160","0","17","35","2","https://www.youtube.com/watch?v=U8JmmtFGZRY"
"73","ueSt48-fqNc","PAANO NAWALA ANG PIMPLES KO? | PAANO NAG LIGHTEN ANG MGA DARKSPOT KO| SAFEGUARD AND BAKING SODA|","2019-06-07T03:12:38.000Z","2180","0","8","61","2","https://www.youtube.com/watch?v=ueSt48-fqNc"
"74","UvHkWg_gNOU","DIY CLOTHES | WAYS TO UPGRADE YOUR OLD BORING CLOTHES AND LEGINS | LEGINS TO A SWIMSUIT | SANDO TO A","2019-06-01T06:13:46.000Z","1883","0","24","68","9","https://www.youtube.com/watch?v=UvHkWg_gNOU"
"75","VdDzTMSpuDw","EGGLESS MUG CAKE| 2 MINUTES MICROWAVE MUG CAKE!| CHOCOLATE CAKE| EASY RECIPE| TAGALOG","2019-06-05T11:10:40.000Z","538","0","5","27","1","https://www.youtube.com/watch?v=VdDzTMSpuDw"
"76","vh90RmnkGUg","FRUIT SALAD ICE DROP | PATOK NA NEGOSYO| MALIIT NA PUHUNAN","2019-12-11T00:31:42.000Z","2169","0","7",NA,NA,"https://www.youtube.com/watch?v=vh90RmnkGUg"
"77","VK5im_bqFjE","7 EARLY LABOR SIGNS | TAGALOG| USAPANG BUNTIS","2019-11-28T09:32:40.000Z","875","0","6",NA,NA,"https://www.youtube.com/watch?v=VK5im_bqFjE"
"78","vRESerU_jKc","Graham ball | Munchkins | How to make Graham balls | Easy Recipe | With my Little one","2019-01-31T08:05:14.000Z","476","0",NA,"13","1","https://www.youtube.com/watch?v=vRESerU_jKc"
"79","w4omfgPb2Ls","MANOK NA PULA COVER ( BUBUYOG VERSION)| WITH LYRICS PARODY OF JUST ANOTHER WOMAN IN LOVE |","2019-10-09T12:22:02.000Z","1024","0",NA,"24","0","https://www.youtube.com/watch?v=w4omfgPb2Ls"
"80","WFMR4OA55Pg","DIY LIPTINT | TIPID | TAGALOG","2017-10-13T13:25:56.000Z","881","0","39","48","3","https://www.youtube.com/watch?v=WFMR4OA55Pg"
"81","WLsfM9CSo8o","MATTE LIP STAIN | HONEST REVIEW | FROM DC COSMETIX | INSTENSE PIGMENT","2019-07-31T02:44:08.000Z","657","0","13","44","0","https://www.youtube.com/watch?v=WLsfM9CSo8o"
"82","ySRPMMRzhkc","SIMPLENG BUHAY SA BUKID | TARA SA AMING HACIENDA |","2019-12-24T02:37:50.000Z","759","0","5",NA,NA,"https://www.youtube.com/watch?v=ySRPMMRzhkc"
"83","Zmmz8XlCIVI","PINOY BREAKFAST MUKBANG| GRABE ANG SARAP!","2019-11-25T08:38:49.000Z","322","0","7",NA,NA,"https://www.youtube.com/watch?v=Zmmz8XlCIVI"
